Object,W1 Z Score SDSS vs DESI,W1 Z Score SDSS vs DESI Unc,W1 Z Score DESI vs SDSS,W1 Z Score DESI vs SDSS Unc,W1 Flux Change,W1 Flux Change Unc,W1 Normalised Flux Change,W1 Normalised Flux Change Unc,W2 Z Score SDSS vs DESI,W2 Z Score SDSS vs DESI Unc,W2 Z Score DESI vs SDSS,W2 Z Score DESI vs SDSS Unc,W2 Flux Change,W2 Flux Change Unc,W2 Normalised Flux Change,W2 Normalised Flux Change Unc,W1 before SDSS Epoch Dps,W1 after SDSS Epoch Dps,W1 before DESI Epoch Dps,W1 after DESI Epoch Dps,W2 before SDSS Epoch Dps,W2 after SDSS Epoch Dps,W2 before DESI Epoch Dps,W2 after DESI Epoch Dps,Mean Z Score,Mean Z Score Unc,Mean Normalised Flux Change,Mean Normalised Flux Change Unc
152517.57+401357.6,21.509275468392637,1.3514566952003462,-23.660361649116346,-1.4866123319006113,0.3419586548295282,0.02148572201932962,0.5842438072120139,0.09346689983189355,9.517070770824018,1.223244462507716,-13.5088799299203,-1.7363181347369416,0.22671278470163336,0.029139760031643154,0.5427259771354739,0.18968799529381747,20,21,19,15,19,20,9,7,-1.5357238349549966,2.923624309728077,0.5634848921737439,0.2114653563181746
